COMPANY NAME,ADDRESS,CATEGORY,START DATE,EXPIRY DATE
Megamore Wireless Broadband Limited,"No 9, Zango Road, Dakata, Kano.",Internet Service Provider  ,01/09/2024,31/08/2029
Tecpoint Global Solution Ltd,"Right Wing Building, 13/15 Castel Rock Avenue, Jakande Lekki, Lagos.",Internet Service Provider  ,01/10/2024,30/09/2029
Teleweb Services Limited,"No. 9, Parklane, GRA Apapa, Lagos.",Internet Service Provider  ,01/11/2024,31/10/2029
TIS Lagos Limited,"KPMG Tower, Bishop Aboyade Cole Street, Victoria Island, Lagos State.",Internet Service Provider  ,01/01/2025,31/12/2028
Stratepro Veritas Technologies Limited,"No. 17, Bamishile Street, Off Allen Avenue, Ikeja, Lagos.",Internet Service Provider  ,01/04/2025,31/03/2030
Disc Media & Telecoms Limited,NO 1 BARR & MRS C I OKONYE ST. OFF OKPANAM RD. ASABA. DELTA STATE,Internet Service Provider  ,01/09/2025,31/08/2030
Raglan Technologies Limited,"54, ADENIYI JONES AVENUE, IKEJA. LAGOS.",Internet Service Provider  ,01/03/2021,28/02/2026
BUD Infrastructure Limited,"21b Fatai Idowu Arobieke Street, Lekki, Lagos ",Internet Service Provider  ,01/03/2021,28/02/2026
OTU-B International Concept Ltd,"House 16, Road 161, Efab City Estate, Lokogoma, Abuja.",Internet Service Provider  ,01/03/2021,28/02/2026
C7 Technologies Limited,"4 tamale street, wuse zone 3, abuja",Internet Service Provider  ,01/04/2021,31/03/2026
Netfinity Limited,"6F, SOUTH ATLANTIC PETROLEUM TOWERS, 1, ADEOLA ODEKU STREET, VICTORIA ISLAND, LAGOS",Internet Service Provider  ,01/04/2021,31/03/2026
Bluetel Communications Limited,"No 12, Nairobi Street, Off Parakou Crescent, Wuse 2, Abuja.",Internet Service Provider  ,01/04/2021,31/03/2026
V-Duplex Network Limited,"No 5, Lungi Street, Off Cairo Street, Off Ademola Adetounbo Crescent, Wuse 2, Abuja",Internet Service Provider  ,01/05/2021,30/04/2026
Naebass Integrated Services Nigeria Limited,"Basement Suite 001 Federal mortgage bank Building, CBD, Abuja",Internet Service Provider  ,01/05/2021,30/04/2026
Innovalue Communications Limited,"3 Oluyinka Avenue, Laderin Abeokuta, Ogun State. ",Internet Service Provider  ,01/05/2021,30/04/2026
Buffalo Rock Resources Limited,"1, Helicourt Blamkson Close, Yedseram Street, Maitama, Abuja.",Internet Service Provider  ,01/06/2021,31/05/2026
Ratel Plus Nigeria Limited,"Plot 373/375, Zawachiki Layout, Behind 1000 Housing Estate, Off Dorayi-Fanshekara Road, Kano.",Internet Service Provider  ,01/06/2021,31/05/2026
Comenergy Managed Services Limited,"Plot 7, Block D, Industrial Crescent, Ilupeju, Lagos.",Internet Service Provider  ,01/05/2021,30/04/2026
Gifra Wireless Network Ltd,"Gifra Network Building, CR 11, Plot 239 POW Mafemi Street, Utako Abuja FCT Nigeria",Internet Service Provider  ,01/06/2021,31/05/2026
Imbil Telecom Solutions Nig Ltd,"No. 20, Adeshina Street, Off Awolowo Way, Ikeja, Lagos.",Internet Service Provider  ,01/05/2021,30/04/2026
Vas Technologies Limited,"Triumph House, Near Total Gas Station, Arab Road, Kubwa, Abuja.",Internet Service Provider  ,01/06/2021,31/05/2026
Africa Mobile Network Communication Limited,"The Regent Plaza, Plot MF 16, Murtala Mohammed Expressway, Kubwa, Abuja.",Internet Service Provider  ,01/06/2021,31/05/2026
One Call Solutions Limited,"No. 4, Ned Nwoko Close, Off Justice Lawal Uwais Street, Asokoro, Abuja.",Internet Service Provider  ,01/07/2021,30/06/2026
Smart City Technology Company Limited,"M.T. Ventures, Plot 18, Block XV, Kolapo Ishola GRA, Akobo, Ibadan, Oyo State.",Internet Service Provider  ,01/07/2021,30/06/2026
Lexington Technologies Limited,"3, Dr. Yahaya Street, Off Tafawa Balewa Way, Docotrs Quarters, Kaduna.",Internet Service Provider  ,01/08/2021,31/07/2026
Streamone Technologies Limited,"33, Soji Ayangade Street, Anthony Village, Lagos.",Internet Service Provider  ,01/08/2021,31/07/2026
Broadband Connection Limited,"No. 3, Dr. Yahaya Hamza Street, Doctors Quarters, Kaduna.",Internet Service Provider  ,01/08/2021,31/07/2026
Luli Fibra Cable Solution Limited,"3B, Adegbeyeni Street, Alade, Off Allen Avenue, Ikeja - Lagos.",Internet Service Provider  ,01/07/2021,30/06/2026
Flowzap Telecoms Nigeria Limited,"Ground Floor, Sovereign Trust Insurance Building, Alagbaka Building, Akure, Ondo State.",Internet Service Provider  ,01/07/2021,30/06/2026
Isat Global Services Limited,"44, Raymond Njoku Street, Off Awolowo road, Ikoyi, Lagos",Internet Service Provider  ,01/08/2021,31/07/2026
Browsepoint Telecom Nigeria,"No 2 Lawan Danbazau Street, Gandu Layout,Kano, Kano, Nigeria ",Internet Service Provider  ,01/08/2021,31/07/2026
Vasimos Consults Nigeria Limited,"Annex No 2, Awwal Plaza, Michael Okpara Street, Wuse Zone 5, Abuja, FCT.",Internet Service Provider  ,01/08/2021,31/07/2026
Brass-Wave Global Limited,"#5, 1st Avenue EFAB Global Estate, Mbora, Abuja",Internet Service Provider  ,01/09/2021,31/08/2026
STL Fiberco Limited,"No 34 Awka Street, War Collage Estate, Gwarinpa, Abuja",Internet Service Provider  ,01/06/2021,31/05/2026
FTcube Network Solutions Ltd ,"No 4, Adeoti Street, U-turn Abule-Egba, Lagos. ",Internet Service Provider  ,01/07/2021,30/06/2026
Mangonet Integrated Technologies Limited,"Plot 42, Olabanji Olajide Street, Lekki Phase 1, Lagos",Internet Service Provider  ,01/06/2021,31/05/2026
Skysenx Wireless Networks Limited,"No 149, Warri Sapele Road, Warri, Delta.",Internet Service Provider  ,01/10/2021,30/09/2026
Choice 2 Mobile Technology Limited,"33 Akinola Adegunwa Street, Omole Phase 1, Lagos State.",Internet Service Provider  ,01/11/2021,31/10/2026
Taicom Tech Limited,"21 Akin Ogunlewe Street, Victoria island lagos",Internet Service Provider  ,01/06/2021,31/05/2026
iNet ISP & Telecommunications Ltd,"TF Kuboye Road, Off Oniru Market, Lekki, Lagos.",Internet Service Provider  ,01/05/2022,30/04/2027
Lumumba Technologies Nigeria Limited,"No. 82, Lafiaji Way, Dolphin Estate, Ikoyi, Lagos",Internet Service Provider  ,01/05/2022,30/04/2027
Speedylink Communications Limited,"No. 6, Ola Aremu Sanni Close, Off Kuforiji Olubi Road, Abeokuta, Ogun State",Internet Service Provider  ,01/05/2022,30/04/2027
Rapidnet Telecoms Limited,"Plot 34, Block F, Igere-Ihunsa Future Expansion, Opic Estate, Agbara, Ogun State",Internet Service Provider  ,01/05/2022,30/04/2027
"Connect, Surf and Smile Limited","Enipaul Plaza, 253 Oron Road, Uyo, Akwa Ibom State",Internet Service Provider  ,01/05/2022,30/04/2027
Lifi.Net Limited,"Plot A2 Hakeem Balogun Way, Alausa Ikeja, Lagos.",Internet Service Provider  ,01/02/2022,31/01/2027
Starlink Internet Services Nigeria Ltd,"2nd Floor, Mulliner Towers, 39 Alfred Rewane Road, Ikoyi, Lagos.",Internet Service Provider  ,01/05/2022,30/04/2027
De-Net Optimum Communicatins Ltd,"No. 14 Shipeolu Street, Onipanu Road, Lagos",Internet Service Provider  ,01/04/2022,31/03/2027
Geniex-Tech Nigeria Limited,"No 2a, Isaac John Street, Ikeja GRA, Lagos State.",Internet Service Provider  ,01/05/2022,30/04/2027
GreenFoot Global Resources Ltd,"No. 7, Igwe Street, Off Izomo Road, Ovwian, Warri.",Internet Service Provider  ,01/05/2022,30/04/2027
Broadband Connectivity Solutions Limited,"9th, Floor St Nicholas House, Lagos Island, Lagos",Internet Service Provider  ,01/05/2022,30/04/2027
Nilmage Two4seven Limited,"Plot 17 Olalade Avenue, Shangisha Magodo GRA Phase II, Lagos State.",Internet Service Provider  ,01/05/2022,30/04/2027
BMNexus Technologies Ltd,"H12 Cowries Court, Emmanuel Mbaka Boulevard, Abuja.",Internet Service Provider  ,01/06/2022,31/05/2027
Cybernetic Global Resources Limited,"Suit 322 Ambez Plaza, Wuse Zone 5, Abuja.",Internet Service Provider  ,01/05/2022,30/04/2027
Zulma Resources Limited,"Suite 11, Ashley's Place Mall, 1st Floor Room 9, 1 Orchid Road by Eleganza Bus Stop, Lekki-Epe Express Way, Lagos.",Internet Service Provider  ,01/06/2022,31/05/2027
Grato Engineering Global Ltd,"SUCCESS PLAZA, PLOT 523, SYLVESTER UGOH CRESCENT JABI FCT ABUJA",Internet Service Provider  ,01/05/2022,30/04/2027
Mind Crafts Investment Limited,"Suite 17, Shakir Plaza, Garki 2, Abuja.",Internet Service Provider  ,01/06/2022,31/05/2027
Beam Broadband Limited,"Plot 10, Block 58A Omorinre Johnson Street, Lekki, Lagos State.",Internet Service Provider  ,01/06/2022,31/05/2027
Xaxu Limited,"3, Oba Salami Oyebola Street, Lekki, Lagos.",Internet Service Provider  ,01/06/2022,31/05/2027
Coalesce Synergy Global Resources Limited,26 karaye close garki 2 abuja,Internet Service Provider  ,01/06/2022,31/05/2027
Voisip Telecommunications Limited,"No 5 Lagos Street Rumuomasi, Off Aba Road, Port Harcourt, Rivers State.",Internet Service Provider  ,01/06/2022,31/05/2027
Datastruct Technologies Limited,"11/13 Elizo Avenue, Independence Layout, Enugu, Enugu State.",Internet Service Provider  ,01/06/2022,31/05/2027
Blunet Internet Solutions Limited,"FLAT 1, AREEDI'S PLACE, OPPOSITE ORCHID HOTEL, DREAM WORLD AFRICANA WAY, LEKKI-2, LAGOS",Internet Service Provider  ,01/05/2022,30/04/2027
Fibernet Broadband Limited,"26 Gbemisola Street, Allen, Ikeja",Internet Service Provider  ,01/07/2022,30/06/2027
Expedicom Limited,"D9B, Eni-Njoku Road, University of Lagos, Yaba, Lagos",Internet Service Provider  ,01/03/2021,28/02/2026
Hakonix Technologies Limited,"Boya Place, Plot 1004 Ameh Ebute Street, Wuye, Abuja.",Internet Service Provider  ,01/08/2022,31/07/2027
SpaceSystems Solutions Limited,"Wing A, 3RD Floor, City Plaza, Area 11, Garki, Abuja",Internet Service Provider  ,01/06/2022,31/05/2027
Fiberone Broadband Limited,"2, Ameaechi Onuoha Crescent, lekki Phase 1, Lagos.",Internet Service Provider  ,01/05/2022,30/04/2027
Ace Global Services Limited,"Suite 10, Landmark Plaza, Plot 3124 IBB Way, Maitama, Abuja",Internet Service Provider  ,01/09/2022,31/08/2027
Bravura Technologies Limited,B 20 LandmarK plaza maitama abuja,Internet Service Provider  ,01/09/2022,31/08/2027
Skybeam Broadband Networks Ltd,"80, IKE NWANCHUKWU STREET TRADEMORE ESTATE, LUGBE ABUJA.",Internet Service Provider  ,01/09/2022,31/08/2027
Automated Tech World Ltd,No7 Okuru Road Port Harcourt ,Internet Service Provider  ,01/09/2022,31/08/2027
IQI Technology Ltd,"5 Alhaji Akintoye Avenue, off Ikolaba Road, Adenihun Crescent, Ibadan.",Internet Service Provider  ,01/09/2022,31/08/2027
Womo Connect Limited,"Abimbola House, 2nd Floor, 3 Hospital Road, Lagos Island, Lagos",Internet Service Provider  ,01/09/2022,31/08/2027
Teltwine Networks Ltd,"1b Fatai Obanikoro Drive, Off Akabueze Street, Idiagbon drive, Majek Bus stop, Ibeju Lekki Lagos.",Internet Service Provider  ,01/09/2022,31/08/2027
EON Global Telecom Ltd,"Number 6, Yele Street, Wuse Zone 3, Abuja.",Internet Service Provider  ,01/02/2023,31/01/2028
Cynox IT Ltd,"Plot 2978, Logone Close, Off Erie Crescent, Off Nile Street, Maitama",Internet Service Provider  ,01/01/2023,31/12/2027
Edo Telecom Ltd,"No 7, Dawson Road, Benin City, Edo State.",Internet Service Provider  ,01/01/2023,31/12/2027
Four D Associates Limited,"F7A NDA Quarters, Osun Crescent Maitama, Abuja.",Internet Service Provider  ,01/02/2023,31/01/2028
Wave5Wireless Limited,"No 17/19 Badejo Kanlesanwo Street, Off Fatai Atere Way, Matori Oshodi, Lagos.",Internet Service Provider  ,01/01/2023,31/12/2027
Sabi Networks Limited,"No. 129, Iju Road, Ifako Ijaiye, Lagos.",Internet Service Provider  ,01/02/2023,31/01/2028
Transmobile Technology Ltd,"1b, Ilorin Street, Area 8, Garki, Abuja.",Internet Service Provider  ,01/09/2021,31/08/2026
Altitude Global Links Limited,"No. 4, Olu Agabi Close, Life Camp, Abuja.",Internet Service Provider  ,01/03/2023,28/02/2028
Barbolad Global Services Limited,"HOUSE 33 CLIFFLAND ESTATE, GUDU, ABUJA",Internet Service Provider  ,01/03/2023,28/02/2028
N-Tech Information and Communication Systems Ltd,"205, Lafe Junction, Oyemekun Road, Akure.",Internet Service Provider  ,01/03/2023,28/02/2028
Verse Telecom Limited,"No. 106, Nasarawa Ward B, Jimeta, Yola, Adamawa State.",Internet Service Provider  ,01/02/2023,31/01/2028
Trejj Communications Limited,"26, Susan Orji Street, Ikota Royal View, Ikota, Lagos.",Internet Service Provider  ,01/11/2022,31/10/2027
Office Machines Nigeria Limited,"No 8, Nairobi Street, Off Parakou Street, Wuse 2, Abuja.",Internet Service Provider  ,01/02/2023,31/01/2028
Group Vivendi Africa GVA Nigeria Ltd,"Ground Floor, No. 1, Oluyole Way, New Bodija, Ibadan, Oyo state.",Internet Service Provider  ,01/04/2023,31/03/2028
Servicia Technologies Ltd,"No 4, Kokoma Close, Off Buchanan Close, Wuse 2, Abuja.",Internet Service Provider  ,01/04/2023,31/03/2028
Kruggerbrent & Co Nigeria Ltd,"2B Lumsar Street, Sani Abacha Estate, Wuse Zone 4, Abuja.",Internet Service Provider  ,01/04/2023,31/03/2028
Reidaccess Technologies Ltd,"No 56, Ebitu Ukiwe Street, Utako, Abuja.",Internet Service Provider  ,01/04/2023,31/03/2028
International Equipment Supply Corporation Ltd,"Suite 16, Powa Plaza, Samuel Ladoke Akintola Boulevard, Garki 2, Abuja.",Internet Service Provider  ,01/04/2023,31/03/2028
Skolak Resources Limited,"BZ3 Sardauna Crescent, Kaduna State.",Internet Service Provider  ,01/04/2023,31/03/2028
Nisi Technologies Limited,"Nisi Technologies Limited Okamita Layout, Otokutu Junction, Delta State. ",Internet Service Provider  ,01/04/2023,31/03/2028
Billyronks Global Limited,"40A Alh. Basheer Shittu Avenue, Magodo GRA Phase 2, Lagos State.",Internet Service Provider  ,01/04/2023,31/03/2028
Kevlar Telecoms Limited,"House A5, Alice Mews Ikota Estate, Ikota, Lagos.",Internet Service Provider  ,01/05/2023,30/04/2028
Wow Networks Limited,"No3 Konoko Street, Wuse 2, Abuja.",Internet Service Provider  ,01/05/2022,30/04/2027
TDS Hitech Solutions Limited,"No. 19A, Community Road, Off Allen Avenue, Ogundana, Ikeja, Lagos.",Internet Service Provider  ,01/02/2023,31/01/2028
USK(S) Ventures International Ltd,"2b, Mekong Crescent, Maitama, Abuja.",Internet Service Provider  ,01/06/2023,31/05/2028
Portland Telco Ltd,"5B, Gabaro Close, Victoria Island, Lagos.",Internet Service Provider  ,01/07/2023,30/06/2028
Zindabad Limited,"No 1C, Yenegoa Street, Off Oyo Street, Area 2, Garki, Abuja.",Internet Service Provider  ,01/06/2023,31/05/2028
ITSKY Solutions Ltd,"13b Fredrick Chiluba, Asokoro, Abuja",Internet Service Provider  ,01/06/2023,31/05/2028
Icepyramid Communications Limited,"18 Wikki Spring Street, Maitama,Abuja",Internet Service Provider  ,01/08/2022,31/07/2027
Rexifi Technologies Limited,"No. 3, Abu Balogun Street, Okeira Ajah, Lagos.",Internet Service Provider  ,01/09/2023,31/08/2028
Amdeetel Nig Ltd,"HOUSE 7, DIDEOLU COURT, DIDEOLU ESTATE OGBA LAGOS",Internet Service Provider  ,01/09/2023,31/08/2028
Etact Systems Limited,"Capwire House, 19 Sinari Daranijo Street, Victoria Island, Lagos.",Internet Service Provider  ,01/09/2023,31/08/2028
Ipplus Nigeria Ltd,"Suite D2, Ummi Plaza, Off Zaria Road, Kano.",Internet Service Provider  ,01/09/2023,31/08/2028
Starnet Wireless Internet Service Nig. Ltd,"Federal Mortgage Bank of Nigeria Building, Opposite Dandal Police Station ,Shehu Laminu Way,Maiduguri, Borno State",Internet Service Provider  ,01/09/2023,31/08/2028
Direct Broadband and Mobile Limited,"Platinum Plaza, Plot C114, First Avenue, Gwarimpa, Abuja.",Internet Service Provider  ,01/09/2023,31/08/2028
NT & T Global Concept Limited,"No. 9B, Segueda Street, Off Takum Close, Wuse 2, Abuja.",Internet Service Provider  ,01/02/2023,31/01/2028
Teledeus Nigeria Ltd,"No 4, Tiko Drive, Ugbeyiyi, Delta State.",Internet Service Provider  ,01/09/2023,31/08/2028
Linkorg Networks Ltd,"177B, Sinari Daranijo Street, Victoria Island, Lagos State.",Internet Service Provider  ,01/09/2023,31/08/2028
Pronto Broadband Solutions Limited,"Mamman Kontagora House, 23A Marina Road, Lagos",Internet Service Provider  ,01/09/2023,31/08/2028
Brixconnect Limited,"Plot 50b, Babatope Bejide Crescent, Lekki Phase 1, Lagos State.",Internet Service Provider  ,01/09/2023,31/08/2028
Lenox Reed Ltd,"Plot A13B, Eden Garden Estate, Lekki-Ajah, Express Way, Abraham Adesanya, Lagos.",Internet Service Provider  ,01/09/2023,31/08/2028
NGCom Network Solutions Limited,NO 6A GEORGE ADIELE STREET LEKKI SCHEME 2,Internet Service Provider  ,01/09/2023,31/08/2028
IGCE Network Limited,"No 50, Alhaji Musa Street, Petedo, Agbada, Lagos.",Internet Service Provider  ,01/09/2023,31/08/2028
Movowen Nigeria Limited,"No 1, Nissi Street, By Nissi Hospital/Maternity, Area One, Massaka, Nassarawa",Internet Service Provider  ,01/10/2023,30/09/2028
Smart Broadband Solutions Limited,"8, Olu Agabi Close, Off Aliyu Muhammed Way, Life Camp, Abuja.",Internet Service Provider  ,01/04/2023,31/03/2028
Place of Peace Investment Limited,"Km 11, Bukuru Expressway by ITF Office, Jos, Plateau State.",Internet Service Provider  ,01/06/2023,31/05/2028
3 Way Protocol Limited,"ROOM 209, RIZ PLAZA, PLOT 54 KEN SARO WIWA (STADIUM ROAD) PORT HARCOURT, RIVERS STATE",Internet Service Provider  ,01/10/2023,30/09/2028
Wireless 360 Ltd,"9B Residence Road, Phase 2, Gbagada Estate, Lagos State.",Internet Service Provider  ,01/10/2023,30/09/2028
PHSWEB Ltd,"TEKHUB, 2nd Floor Grace and Faith Tower, beside UBS, Enugu - Onitsha Expressway, Awka. Anambra State",Internet Service Provider  ,01/09/2023,31/08/2028
Screen AD Ltd,45B Remi Fani Kayode Ikeja,Internet Service Provider  ,01/10/2023,30/09/2028
Emo Media Ltd,"44 Remi Fani Kayode Avenue, Lagos State.",Internet Service Provider  ,01/10/2023,30/09/2028
PC Converge Technologies Limited,"48A Prince Olarenwaju Elegushi Street, Lekki, Lagos State.",Internet Service Provider  ,01/11/2023,31/10/2028
Murphy Ben International Limited,"No 2, Ladipo Kuku Street, Off Allen Avenue, Ikeja, Lagos State.",Internet Service Provider  ,01/12/2023,30/11/2028
Ivory Global Tele-Solution Limited,"Suit 402 Shashilga Court, Ahmadu Bello Way, Jahi district",Internet Service Provider  ,01/12/2023,30/11/2028
Next Level Modern Innovative Engineering & Technology Limited,"33B OKA-AKOKO STREET, OPPOSITE ZENITH BANK GATE ALONG H MEDIX ROAD, GARKI 2",Internet Service Provider  ,01/01/2024,31/12/2028
Homelsat Telecom Nigeria Limited,"No 54/55 Emir Yahaya Road, Directly Opp Zenith Bank, Sokoto.",Internet Service Provider  ,01/02/2024,31/01/2029
Umoyanet Limited,"No. 9, Tema Street, Wuse Zone 6, Abuja.",Internet Service Provider  ,01/02/2024,31/01/2029
ITC Systems Global Nigeria Ltd,"320 Aminu Babandi Street, Railway Quarters, Kano ",Internet Service Provider  ,01/03/2024,28/02/2029
Adaptra Engineering Ltd,"Gimbal Road, Jimeta Yola",Internet Service Provider  ,01/03/2024,28/02/2029
Cohere Plus Limited,"No 17, Touggourt Street, Wuse Zone 2, Abuja.",Internet Service Provider  ,01/03/2024,28/02/2029
FZX Media Consulting Limited,"41 GRA Layout, Behind INEC Office, Murtala Mohammed Highway, Calabar, Cross River.",Internet Service Provider  ,01/03/2024,28/02/2029
E-Lapariah Technologies Ltd,"178 Taiwo Road, Ilorin",Internet Service Provider  ,01/11/2022,31/10/2027
Sulfman Consulting Ltd,"AP - B15, Amac Plaza, Kabale Close, Wuse Zone 3, Abuja.",Internet Service Provider  ,01/07/2024,30/06/2029
NGCOM Lastmile Solution Ltd,"5 Ordu close, off Ekere street. Rumuobiakani. Port Harcourt ",Internet Service Provider  ,01/07/2024,30/06/2029
Aljunaid Telecommunications Ltd,"No 2, Danladi Ali Street, Hadejia Road, Kano State.",Internet Service Provider  ,01/07/2024,30/06/2029
Airtel Nigeria Telesonic Limited,"Plot L2, 401 Close, Banana Island, Ikoyi, Lagos State.",Internet Service Provider  ,01/07/2024,30/06/2029
Cloudlink Technologies Limited,"8, Huambo Cresent, Wuse, Zone 7, Abuja.",Internet Service Provider  ,01/08/2024,31/07/2029
Digital Exchange & Telecoms Limited,"No 3, Ruvuwa Street, Off Yedseram Street, Maitama, Abuja.",Internet Service Provider  ,01/02/2023,31/01/2028
Crownhawk Express Communication Ltd,"Suite 301, Midel Centre, off Oladipo Diya Way, Sector D, Gudu District, Abuja",Internet Service Provider  ,01/02/2025,31/01/2030
Fusion Wireless Limited,330 Borno Way Alagomeji Yaba Lagos,Internet Service Provider  ,01/02/2025,31/01/2030
Rich and Ray Communications Limited,"No.1 A Sheu Road. Lakeview Phase-2 Estate, Amuwo Odofin, Lagos.",Internet Service Provider  ,01/02/2025,31/01/2030
Intercontinental Data Networks Limited,"Plot 952, C02, Gwarinpa 2, Fct, Abuja.",Internet Service Provider  ,01/02/2025,31/01/2030
Fahmaiyaa Nig Ltd,"Suite 010, Adamawa Plaza, Central Business District, Abuja.",Internet Service Provider  ,01/02/2025,31/01/2030
Magic Jack Telecom Limited,Plot 190 Uche Secondus Crescent Wuye,Internet Service Provider  ,01/02/2025,31/01/2030
Miraloyd Global Consult Limited,"No 5, Flat 1, San Pedro Close, Off Massana Street, Wuse Zone 1, Abuja.",Internet Service Provider  ,01/03/2025,28/02/2030
Creativo El Matador Limited,"11 Lumubachi Street, Ibrahim Abatcha Estate, Wuse Zone 4, Abuja.",Internet Service Provider  ,01/03/2025,28/02/2030
Syndeo Solutions International Limited,"Suite 5, Providence Court, Ibadan, Oyo State.",Internet Service Provider  ,01/03/2025,28/02/2030
Jetlinks Limited,"Plot 18, Block 115, T.F Kuboye Road, Off New Market Road, By Oniru Shopping Complex, Lekki Peninsula, Lagos State.",Internet Service Provider  ,01/03/2025,28/02/2030
Instant Fiber Limited,"1, Alaafin Avenue, Oluyole, Ibadan, Oyo State.",Internet Service Provider  ,01/03/2025,28/02/2030
Gilgalsat Telecommunications Network Limited,"240, UGBOWO LAGOS ROAD, UGBOWO, BENIN, EDO STATE",Internet Service Provider  ,01/03/2025,28/02/2030
Digiconnect Infrastructure Limited,"8, Montgomery Road, Yaba, Lagos",Internet Service Provider  ,01/04/2025,31/03/2030
M4S Plus Limited,"No 1, Fola Osiba Street, Off Road 14, Admiralty Street, Lekki Phase 1, Lagos.",Internet Service Provider  ,01/04/2025,31/03/2030
921 Networks Ltd,"No. 2, Ajosco, Oke- Ira Nla, Ajah, Lagos.",Internet Service Provider  ,01/03/2025,28/02/2030
Tracknet Limited,"6th Floor, Landmark Towers, 5B Water Corporation Road, Victoria Island, Lagos.",Internet Service Provider  ,01/04/2025,31/03/2030
Fibreworld Internet Services Limited,"15B, Joseph Harden Street, Lagos Island, Lagos.",Internet Service Provider  ,01/03/2025,28/02/2030
Galaxy Backbone Limited,"Plot 1243, Kur Mohammed Avenue, Central Business District, Abuja.",Internet Service Provider  ,01/07/2025,30/06/2030
Ibrowse Broadband Nigeria Limited,"13B, Alh Jimoh Street, Off Adeniyi Jones, Ikeja, Lagos State.",Internet Service Provider  ,01/08/2025,31/07/2030
Hi-Konnect Network Limited,2nd flour Ikorodu Shopping Mall Ita Elewa,Internet Service Provider  ,01/08/2025,31/07/2030
Geniserve Limited,"34A, Oduduwa Way, GRA Ikeja, Lagos State.",Internet Service Provider  ,01/08/2025,31/07/2030
Staa Digital Networks Limited,"659, Oluwatoyin Eleoramo Street, Omole Phase 2, Lagos.",Internet Service Provider  ,01/08/2025,31/07/2030
Heckerbella Limited,"9th Floor, Ibukun House, 14, Adetokunbo Ademola Street, Victoria Island.",Internet Service Provider  ,01/09/2025,31/08/2030
Genesis Intercellular Limited,"12 Capetown Street, Suite 206, Wuse Zone 4, Abuja.",Internet Service Provider  ,01/11/2025,31/10/2030
Metroreach Ltd,"Plot 1265/54A Adeola Adeku Street, Victoria Island, Lagos.",Internet Service Provider  ,01/11/2025,31/10/2030
Skypro Internet Limited,"4th Floor, Church Gate Tower, CBD, Abuja.",Internet Service Provider  ,01/11/2025,31/10/2030
Alaro City Interconnect Limited,"Alaro City, Northwest Quadrant, Lekki Free Zone, Lekki Epe Expressway, Lagos.",Internet Service Provider  ,01/11/2025,31/10/2030
Alpha-Geek Technologies Nigeria Limited,"253, Moriokunola Street, Victoria Island, Lagos State.",Internet Service Provider  ,01/12/2025,30/11/2030
Communication And Renewable Energy Infrastructure Ltd,"Plot 3 Block 2, Oba Abiodun Yesufu Street, Oniru Estate, Victoria Island, Lagos State.",Internet Service Provider  ,01/12/2025,30/11/2030
Browse Point Mx Telecom & Tech Ltd,"Sanbell House, Bosso Road Minna, Minna, Niger State.",Internet Service Provider  ,01/12/2025,30/11/2030
Intellivision Technologies Ltd,"2 Turnbull Road, Ikoyi, Lagos State.",Internet Service Provider  ,01/01/2026,31/12/2030
Teletop Networks Limited,"1 Salami Close, Ketu. Lagos State.",Internet Service Provider  ,01/12/2025,30/11/2030
Fiber Sonic Limited,"2, Seriki Avenue, Off Afariogun Street, IKeja, Lagos.",Internet Service Provider  ,01/01/2026,31/12/2030
Dasol Solution Services Ltd,"2B Orunbe Close, Lagos.",Internet Service Provider  ,01/01/2026,31/12/2030
Amazon Kuiper Nigeria Limited,"Sinari Daranijo Street, Off Ajose Adeogun, Victoria Island, Lagos State.",Internet Service Provider  ,01/01/2026,31/12/2030
Granet Technologies Limited,"Plot 73, Housing Area A, By FIRS, New Owerri, Owerri, Imo State.",Internet Service Provider  ,01/01/2026,31/12/2030
Boost ISP Limited,"1, St. Johnsworth Street, Northern Foreshore Estate, Chevron Drive, Lekki Epe Expressway, Lagos State.",Internet Service Provider  ,01/01/2026,31/12/2030
Wetom Technology Resources Limited,"Block B Extension, Efab Mall, Area 11, Garki, Abuja.",Internet Service Provider  ,01/01/2026,31/12/2030
Montela Links Nig Ltd,"99 Sir Kashim Ibrahim Road, Maiduguri, Borno State.",Internet Service Provider  ,01/01/2026,31/12/2030
Hoptimum Energy Services Limited,"1c Alhaji Bankole Crescent, Boet Estate, Ikeja, Lagos State.",Internet Service Provider  ,01/01/2026,31/12/2030
Akdex Tech Limited,"Plot 903, Gbolahan Owolabi Close, Omole Phase 1, Ojodu, Lagos State.",Internet Service Provider  ,01/01/2026,31/12/2030
Gsed Solutions Limited,"House 4, 6th Avenue, 169 Road, Gwarinpa, Abuja.",Internet Service Provider  ,01/01/2026,31/12/2030
Tryannet Solutions Limited,"3 Ojo Benjamin Street, Igando, Lagos.",Internet Service Provider  ,01/01/2026,31/12/2030
Valeng Solutions International Limited,"No. 13 Ohiamini Crescent, Rumuola, Port-Harcourt, Rivers.",Internet Service Provider  ,01/01/2026,31/12/2030
Speedlink Hi-Tech Solutions Ltd,"No. 11 Prime Avenue, Off Okey Wali Street, Port-Harcout, Rivers.",Internet Service Provider  ,01/01/2026,31/12/2030
Linkora Networks Limited,"8A, Oluwakemi Arogundade Street, Igbe Lara, Ikorodu, Lagos State.",Internet Service Provider  ,01/02/2026,31/01/2031
